avg_brightness,max_brightness,std_brightness,avg_red,avg_green,avg_blue,green_ratio,yellow_ratio,red_ratio,edge_count,contour_area,hue_mean,saturation_mean,value_mean,label,image_name,label_name
162.469,252,59.26115624,178.545,164.0702,112.0656,0.2257,0.2659,0.2362,791,162.5,28.1756,110.1433,192.4529,0,db8d52a9-IMG_3178_0.jpg,off
111.3777,253,79.8728367,124.5036,112.2651,72.664,0.2137,0.1233,0.2035,799,146.5,30.4154,107.165,138.3805,0,db8d52a9-IMG_3178_3.jpg,off
132.1226,252,54.31726033,174.9162,120.5064,79.7308,0.1938,0.0841,0.4549,768,149,18.767,145.0406,184.6492,0,dbe7b81c-IMG_3389_1.jpg,off
132.762,252,65.7352946,173.5317,122.5808,78.2889,0.0816,0.1988,0.4464,714,148.5,20.5934,137.7699,178.9409,0,dbe7b81c-IMG_3389_2.jpg,off
136.2721,253,77.18230148,161.9509,132.1182,90.127,0.1004,0.192,0.3054,1013,331.5,25.9735,114.9784,168.873,0,dbe7b81c-IMG_3389_3.jpg,off
113.2976,253,83.8582103,125.7477,113.5921,79.4827,0.1712,0.0863,0.1932,886,208.5,31.6038,94.3657,137.0276,0,dca3c53a-IMG_3251_1.jpg,off
128.2098,253,82.00416931,141.2834,129.3006,88.5996,0.1842,0.1708,0.1966,971,163,26.7688,94.5303,152.268,0,dcd89d58-IMG_3273_2.jpg,off
116.275,253,80.65323413,128.4592,115.9278,86.1198,0.2255,0.0409,0.2179,858,81,27.4266,97.9494,141.2764,0,dd2de16d-IMG_2538_3.jpg,off
135.0436,253,75.56921264,148.8804,135.5197,96.3465,0.2377,0.1437,0.2127,946,132,27.0884,101.1066,160.8274,0,dd2de16d-IMG_2538_4.jpg,off
153.5843,252,49.51737971,168.7728,153.8354,112.3734,0.2025,0.2355,0.2503,587,95.5,27.4399,101.7125,180.197,0,ddb37646-IMG_3405_3.jpg,off
144.4497,254,75.45770252,156.1798,146.3705,103.785,0.2431,0.1411,0.2038,1221,1224.5,30.7366,101.5522,171.0715,0,de18e185-IMG_2569_0.jpg,off
131.2668,253,75.74702514,145.1015,132.8174,87.0836,0.2542,0.18,0.2163,1049,1060.5,28.9943,106.0154,158.5081,0,de18e185-IMG_2569_4.jpg,off
128.0688,253,80.23120008,139.874,128.3794,95.5099,0.184,0.0984,0.1789,1019,233,27.6821,84.0394,150.0707,0,de562615-IMG_2795_2.jpg,off
166.6609,252,58.91315058,183.6272,167.9243,115.6865,0.2229,0.2635,0.2386,667,129.5,26.9166,108.3099,197.0854,0,defdee75-IMG_3180_0.jpg,off
124.2049,252,78.25903345,138.6934,125.1775,81.3675,0.2093,0.1629,0.2071,895,923,27.7197,110.2715,152.6202,0,defdee75-IMG_3180_3.jpg,off
133.2695,253,74.46129511,150.2374,132.3813,93.2816,0.2011,0.0951,0.1778,1008,734.5,27.428,100.0557,161.7946,0,dfec5627-IMG_2794_1.jpg,off
125.9764,253,75.22901198,143.0723,125.5541,83.6957,0.1926,0.16,0.2673,759,442,30.1324,105.1365,156.1845,0,e148961b-IMG_3134_2.jpg,off
137.0481,253,81.78632763,147.9959,138.8925,98.9728,0.1672,0.1333,0.1715,974,496,33.6217,94.7095,159.6344,0,e15dca8a-IMG_3470_1.jpg,off
119.2338,253,85.38595398,136.0754,117.1348,85.8768,0.1203,0.1082,0.2354,961,244,25.0083,102.7638,142.6459,0,e174a17f-IMG_2670_1.jpg,off
105.9475,253,81.92570014,119.7735,105.63,71.5017,0.1341,0.1453,0.1846,800,367,34.1435,89.3175,128.5301,0,e17d642e-IMG_3126_0.jpg,off
121.6529,250,58.48862985,156.6466,113.2367,73.0964,0.1955,0.1245,0.3709,702,410.5,19.7315,129.6665,166.7895,0,e199df38-IMG_3725_1.jpg,off
153.3505,252,67.92814328,166.2949,156.4437,103.5622,0.2446,0.2137,0.2098,982,2566,31.5031,110.0595,180.8196,0,e1a5613d-IMG_3459_1.jpg,off
123.8014,253,73.89210214,137.5469,125.0944,81.4882,0.2102,0.1611,0.2151,864,544.5,31.4805,105.4894,151.115,0,e1b14e56-IMG_3553_1.jpg,off
131.4812,254,56.45394979,165.9927,122.4014,87.5357,0.144,0.1028,0.4618,773,120.5,23.7278,117.5671,173.5932,0,e20c6d5c-IMG_2754_3.jpg,off
144.4517,253,71.20525168,155.9579,145.7851,107.3813,0.2346,0.1337,0.2113,1012,187,29.1562,94.3498,168.4321,0,e283a089-IMG_2739_1.jpg,off
110.7125,252,81.12210823,123.9344,111.741,71.0858,0.2177,0.1113,0.2086,845,117.5,30.9383,110.2945,138.4602,0,e2d0dad8-IMG_3188_3.jpg,off
98.6894,247,70.00882893,125.4465,93.1283,57.5197,0.2028,0.0795,0.2591,921,230,18.9844,136.5025,135.2086,0,e3c60b6b-IMG_3746_1.jpg,off
135.6129,252,76.51892611,150.2832,136.5701,92.4334,0.1927,0.1482,0.219,910,194.5,27.2622,105.8467,163.1867,0,e3c60b6b-IMG_3746_3.jpg,off
130.3816,253,74.92762362,155.5914,126.756,82.8091,0.1199,0.2278,0.3096,923,211.5,25.16,119.3558,163.2947,0,e3c63c77-IMG_3367_1.jpg,off
135.252,253,75.8854327,148.3595,135.4304,99.9742,0.1987,0.1322,0.2189,1052,201.5,29.3693,96.228,160.2997,0,e458369f-IMG_2829_2.jpg,off
116.5438,246,71.56936692,137.6787,115.212,67.7925,0.2856,0.0633,0.3156,604,29.5,28.1768,138.3404,155.781,0,e47cbfc3-IMG_3152_2.jpg,off
138.778,252,71.2994945,152.3969,139.2337,100.6376,0.2373,0.1106,0.2452,1111,375.5,29.0459,101.3912,166.5054,0,e539df72-IMG_2741_3.jpg,off
132.4319,253,56.22847288,177.5097,120.6497,74.9179,0.1284,0.1708,0.4999,759,194,19.4501,145.8748,185.1137,0,e5accf58-IMG_3377_2.jpg,off
130.8441,252,59.71363659,175.306,119.2486,73.9614,0.1033,0.1741,0.4896,692,232,19.7276,147.0158,181.719,0,e5e845f5-IMG_3388_2.jpg,off
129.5511,253,60.7010971,172.2074,118.5546,74.3516,0.1292,0.1565,0.4874,779,200,20.3548,142.1114,179.6304,0,e5ee526e-IMG_3384_2.jpg,off
136.1647,253,81.7828489,147.1309,136.5548,105.3648,0.1894,0.0894,0.1928,1109,413.5,30.2334,90.6163,159.293,0,e604b0a9-IMG_2697_1.jpg,off
82.6962,239,72.1844298,105.1129,79.5224,40.3296,0.0857,0.1405,0.1436,803,57.5,19.5452,159.2898,110.0544,0,e61a2d89-IMG_3679_0.jpg,off
126.7171,242,72.340335,146.514,127.6949,69.8432,0.3101,0.118,0.2786,704,23,27.3869,141.1443,164.3488,0,e61a2d89-IMG_3679_2.jpg,off
108.8903,251,69.6032504,133.669,103.7837,70.2214,0.1585,0.0898,0.2216,844,201,18.2991,114.9707,141.6404,0,e6b4b089-IMG_3709_0.jpg,off
117.9155,253,83.94854114,127.9574,119.4931,83.9042,0.1727,0.0845,0.1683,971,185,32.8567,88.9289,139.5057,0,e6dceb27-IMG_3141_2.jpg,off
122.5844,253,82.01148625,134.3025,123.9269,85.3333,0.169,0.117,0.1881,888,524,31.9535,93.4548,145.6757,0,e6dceb27-IMG_3141_3.jpg,off
117.6186,253,84.58881211,133.741,116.4079,81.677,0.1354,0.1266,0.2324,862,141.5,31.2288,94.863,142.7088,0,e6dceb27-IMG_3141_4.jpg,off
93.416,250,70.06543759,116.8272,88.5835,56.9079,0.1947,0.0685,0.2312,901,101.5,18.3433,126.7771,125.3436,0,e705b617-IMG_3698_0.jpg,off
123.8292,251,73.77625653,146.5758,122.3961,71.6691,0.2419,0.1464,0.2479,1016,423.5,24.1712,134.4448,158.9766,0,e8e03b52-IMG_3313_1.jpg,off
139.5867,253,74.52203086,150.1464,141.1519,103.8675,0.2447,0.1121,0.2183,829,146.5,28.3763,95.7069,163.8045,0,e91259ee-IMG_2740_1.jpg,off
132.1055,254,78.83756192,147.325,130.6346,99.8196,0.1803,0.086,0.2069,911,150,25.084,94.6477,157.0397,0,e9eb01d5-IMG_2902_2.jpg,off
124.6934,247,76.19087082,141.4549,126.3475,72.1922,0.2812,0.1591,0.2257,886,91.5,28.1808,135.0843,158.2565,0,e9feebaa-IMG_3323_2.jpg,off
88.3835,247,70.25891992,110.6089,84.3509,51.166,0.1894,0.0645,0.1719,812,756.5,18.7665,137.4146,118.4481,0,ea304a33-IMG_3347_1.jpg,off
165.2261,253,62.90205226,186.9885,163.2419,118.3185,0.1303,0.2221,0.2819,678,172,25.0073,107.4422,195.0209,0,ea45bef6-IMG_3365_1.jpg,off
152.9521,253,79.01398614,173.2244,150.7812,110.9163,0.1286,0.1707,0.2644,983,211,24.1216,102.1595,181.4334,0,ea45bef6-IMG_3365_2.jpg,off
116.9686,252,75.03086841,140.7295,112.5769,77.4073,0.1739,0.0823,0.2326,853,164.5,19.8705,111.9641,149.3028,0,ea45bef6-IMG_3365_4.jpg,off
119.9688,253,81.04201273,131.4765,120.0645,89.2845,0.2138,0.0495,0.209,947,184.5,28.2859,97.8115,144.5304,0,ea781ae8-IMG_2822_2.jpg,off
134.0412,253,77.12185101,149.3564,134.2783,92.7423,0.2239,0.143,0.2406,896,128.5,27.0598,104.7988,161.5825,0,eb3dd4cb-IMG_2668_2.jpg,off
137.8278,253,76.38741616,152.211,138.2245,98.018,0.2274,0.1118,0.238,1007,132,28.6468,106.309,166.0966,0,eb3dd4cb-IMG_2668_4.jpg,off
88.9194,243,70.58577834,108.1098,86.899,49.034,0.2512,0.0464,0.1411,664,17.5,21.1449,153.2111,117.8453,0,eba99405-IMG_3764_1.jpg,off
134.2426,252,71.19254838,153.6797,135.3241,77.6963,0.2751,0.1893,0.2825,893,69.5,26.1563,138.2252,171.0379,0,eba99405-IMG_3764_3.jpg,off
128.976,253,76.6095087,143.4856,130.1706,84.7817,0.2656,0.0954,0.2519,888,111.5,30.3639,122.0768,160.8167,0,ec0585b4-IMG_3318_4.jpg,off
130.0979,253,78.25564462,141.3703,131.239,94.6755,0.2141,0.0947,0.1963,1123,245.5,31.3225,96.9358,154.501,0,ec49d7aa-IMG_2580_1.jpg,off
131.6329,253,78.65825918,148.6838,130.6358,92.0584,0.1592,0.156,0.2269,1024,111,25.3308,105.8091,157.4905,0,ecd1c91a-IMG_2674_2.jpg,off
127.3947,254,64.95144118,154.9943,121.4255,85.3457,0.1813,0.0988,0.383,671,116,27.869,109.3887,164.6782,0,ed722901-IMG_2862_2.jpg,off
132.2876,253,76.93947417,148.2966,132.3334,90.1759,0.2576,0.1103,0.254,918,116,27.5563,114.2004,162.854,0,ee061ecc-IMG_2551_1.jpg,off
127.2503,254,70.68202777,148.5802,123.5891,89.6136,0.1914,0.0987,0.3166,765,211,29.6995,97.9279,158.7403,0,ee6c1ed1-IMG_2859_2.jpg,off
128.8513,254,85.0890286,141.7723,128.4648,97.0192,0.1394,0.0947,0.1963,1267,1145,31.5188,84.9227,150.668,0,ee6f7be7-IMG_2578_0.jpg,off
129.3745,254,77.09403381,142.4306,129.2563,95.6534,0.2008,0.0876,0.2158,1030,184.5,29.8663,95.3092,154.3511,0,ee6f7be7-IMG_2578_3.jpg,off
119.5617,251,79.2086611,138.191,117.3466,82.2952,0.1816,0.1143,0.2502,1019,116,22.0403,108.2112,147.5973,0,ef2b38f5-IMG_2894_2.jpg,off
123.0061,254,82.26902128,133.4304,124.8057,86.4326,0.1973,0.1022,0.1938,1096,145,32.6328,97.8805,146.928,0,f08f389f-IMG_3233_4.jpg,off
124.8091,253,77.28437525,140.1877,126.2147,77.0572,0.2654,0.1185,0.2398,921,112,29.5013,127.1802,157.5229,0,f191c669-IMG_3079_0.jpg,off
124.5466,250,74.64823661,144.4096,123.3829,78.5656,0.2509,0.0725,0.2842,640,38,28.7608,122.2044,160.1115,0,f191c669-IMG_3079_3.jpg,off
143.7485,254,63.47466619,164.1011,141.2112,103.2918,0.2098,0.1317,0.3062,822,308,28.6582,101.3858,175.1064,0,f297e4cd-IMG_2856_4.jpg,off
127.3527,253,75.28417299,140.6541,128.7192,85.7266,0.2035,0.1779,0.2095,893,482.5,31.93,101.7166,154.1636,0,f2e2aef0-IMG_3554_1.jpg,off
114.3228,253,80.57993547,127.9556,114.8752,75.8821,0.2078,0.1043,0.2172,895,194,28.2754,108.362,141.7794,0,f3a000b7-IMG_3165_1.jpg,off
131.0255,254,76.79630492,144.7937,130.8814,95.658,0.225,0.0851,0.2286,1072,163.5,28.9559,101.5956,158.0898,0,f40f3b77-IMG_2539_0.jpg,off
137.0654,254,74.9663386,151.7662,137.3651,97.0588,0.2397,0.1466,0.2225,956,148,27.2868,104.146,164.0562,0,f40f3b77-IMG_2539_4.jpg,off
135.2876,252,78.97974352,149.3085,136.6859,91.3908,0.2261,0.1488,0.2156,865,108.5,29.6778,110.7172,163.9795,0,f4b8a3d8-IMG_3190_1.jpg,off
102.8514,252,80.46018343,115.9704,103.4968,65.54,0.2035,0.0932,0.2197,892,81.5,31.5017,106.6524,130.5212,0,f4b8a3d8-IMG_3190_2.jpg,off
156.0723,254,61.62802668,172.2008,156.0654,113.7192,0.19,0.2283,0.2205,1005,443.5,27.4871,99.3607,182.6481,0,f4ff306f-IMG_2615_0.jpg,off
121.5053,252,76.67496574,135.4652,122.7343,78.7178,0.2097,0.1652,0.2166,1034,1095.5,27.8022,111.5939,148.6708,0,f5670c0c-IMG_3691_2.jpg,off
129.9398,252,80.2035883,142.6909,131.402,89.2133,0.184,0.1678,0.183,984,222,26.1023,97.8255,154.041,0,f5ebf047-IMG_3291_2.jpg,off
154.2019,253,63.77081414,170.758,155.2832,105.3158,0.212,0.2285,0.233,824,140.5,27.2262,108.8403,183.7889,0,f5ebf047-IMG_3291_3.jpg,off
127.2513,252,77.53795682,138.6597,129.2439,87.2228,0.2351,0.1372,0.1955,816,166.5,31.0868,106.5612,152.5359,0,f61bddc8-IMG_3487_1.jpg,off
106.2622,250,72.97812584,131.7376,100.9998,66.6418,0.1707,0.0919,0.2326,887,279,18.1302,126.4154,139.0536,0,f74c4236-IMG_3446_1.jpg,off
130.911,253,78.15813764,147.3801,130.6963,88.952,0.1908,0.1464,0.2039,998,269.5,25.9454,104.7726,158.475,0,f74c4236-IMG_3446_2.jpg,off
139.0691,253,76.53219404,153.1079,140.2903,96.0617,0.2027,0.1526,0.2079,936,689,30.1097,103.0391,165.9508,0,f74c4236-IMG_3446_3.jpg,off
129.087,253,76.7155045,143.5523,130.5845,83.5036,0.2297,0.1626,0.2243,876,135.5,26.8118,114.8293,158.1559,0,f7b3c66d-IMG_3163_1.jpg,off
130.6125,253,78.99402347,143.3204,131.8355,90.9922,0.214,0.1223,0.2044,791,65.5,28.5295,106.0196,156.7133,0,f7b3c66d-IMG_3163_2.jpg,off
153.721,253,75.23199292,164.8867,155.2702,116.6407,0.1552,0.1645,0.1625,953,444,27.8247,87.8564,174.9377,0,f81fdb02-IMG_3209_2.jpg,off
136.3218,251,73.21668283,155.2254,136.1466,87.4854,0.2643,0.1885,0.2708,896,127,25.8825,123.3909,168.5392,0,f88cc50d-IMG_2774_4.jpg,off
138.2328,253,72.86973586,152.386,140.1281,91.3011,0.2785,0.196,0.2179,1025,365.5,30.0354,114.0004,166.2185,0,f9d533ba-IMG_2559_0.jpg,off
138.1779,253,76.48468246,148.7584,139.9375,101.3957,0.2513,0.1012,0.2259,854,137.5,30.3955,97.9726,164.8821,0,fb00a853-IMG_2622_1.jpg,off
142.0661,253,69.79745648,156.2777,143.4726,97.4483,0.2189,0.189,0.2232,836,440.5,29.351,107.1977,170.0008,0,fb03da55-IMG_3204_1.jpg,off
125.0496,253,87.07481576,139.5927,124.4012,90.4578,0.1209,0.1417,0.1952,1085,1031.5,26.5848,94.0845,147.4887,0,fb03da55-IMG_3204_2.jpg,off
169.9488,253,65.18395492,183.5861,171.9381,123.7352,0.1678,0.2222,0.1906,863,256.5,28.1201,98.7983,194.423,0,fb03da55-IMG_3204_3.jpg,off
124.8478,252,85.44181433,136.2101,126.2727,87.946,0.1949,0.1103,0.1789,951,146,30.1217,98.513,149.3716,0,fb503694-IMG_3185_3.jpg,off
163.2182,252,74.28042803,172.1721,166.1864,124.4932,0.1806,0.159,0.1438,729,287.5,29.8846,83.574,183.6287,0,fb67ad78-IMG_3207_1.jpg,off
176.2917,251,53.25894865,187.0191,177.958,139.3012,0.1313,0.1545,0.1443,609,226.5,27.2141,76.678,195.3275,0,fb67ad78-IMG_3207_2.jpg,off
123.6798,253,80.87223301,134.792,125.4021,86.0369,0.1705,0.1259,0.1776,948,1013,32.2817,92.234,146.3639,0,fb6cca50-IMG_3465_2.jpg,off
140.1376,252,76.07846651,154.1979,141.4556,96.4859,0.2247,0.1703,0.2178,878,123,28.6485,109.9692,168.1202,0,fbb0ebb5-IMG_3531_0.jpg,off
108.3256,253,81.02419012,119.9982,109.4886,72.1231,0.1993,0.106,0.2036,902,214.5,29.9511,103.4421,133.4256,0,fbb0ebb5-IMG_3531_1.jpg,off
144.4404,254,74.11353485,156.7943,145.4995,106.5592,0.2299,0.1483,0.1991,1041,176.5,30.6934,94.1624,168.8572,0,fbd410a9-IMG_2589_3.jpg,off
146.2217,254,76.28814816,154.0074,147.4443,119.4244,0.1672,0.0893,0.1441,1276,1262.5,32.2287,73.3661,163.9903,0,fbd410a9-IMG_2589_4.jpg,off
87.0403,249,68.20285387,109.9369,82.6184,49.8324,0.2043,0.0622,0.1911,859,945,18.3502,138.9773,118.1209,0,fc61cff3-IMG_3426_1.jpg,off
130.6265,253,77.18985295,146.1853,129.1701,97.4032,0.1984,0.091,0.2357,802,182,25.3749,95.9003,156.7927,0,fc91c1b5-IMG_2849_4.jpg,off
163.9795,252,57.97607506,178.9458,165.7186,115.832,0.2055,0.2515,0.219,713,121,27.8749,104.8001,191.7993,0,fdc81548-IMG_3175_0.jpg,off
139.5647,253,74.28135307,152.6671,142.6062,89.7725,0.2645,0.2019,0.2214,954,330,30.4473,120.6647,168.5791,0,fde0a0b0-IMG_3457_1.jpg,off
122.0029,247,78.54551605,138.6249,123.252,71.8748,0.3094,0.0799,0.2597,734,31,28.3257,135.4446,157.8462,0,fe5884b7-IMG_3329_3.jpg,off
123.4286,253,77.60529687,136.9592,124.6989,81.5487,0.2237,0.1342,0.2344,907,185.5,31.2057,109.8468,152.4872,0,fe6ff169-IMG_3307_2.jpg,off
126.1495,253,79.05401792,139.6878,127.6669,82.9256,0.2256,0.1253,0.2334,1193,263,29.8657,111.7073,155.0905,0,fef0782c-IMG_3234_2.jpg,off
162.5522,253,58.52315674,181.2198,162.3534,114.4484,0.1642,0.2526,0.2511,750,216.5,25.8918,107.3495,191.2771,0,ffae5021-IMG_3393_2.jpg,off
118.5309,253,81.08172942,131.9196,119.2812,79.5772,0.228,0.0821,0.2169,877,95,28.2737,110.3521,146.3891,0,ffd73f2a-IMG_3225_1.jpg,off
113.7665,253,82.1634163,128.6539,114.2319,72.4865,0.2231,0.0967,0.2367,954,67,29.4318,115.7452,144.4005,0,ffd73f2a-IMG_3225_3.jpg,off
110.7794,253,82.42872033,122.0996,111.9261,75.3755,0.2081,0.0857,0.1962,1013,266,30.5797,100.9327,136.1095,0,ffd73f2a-IMG_3225_4.jpg,off
62.3507,237,58.73509777,67.2378,63.8174,41.9619,0.1187,0.0531,0.0025,204,31.5,18.1513,109.0638,72.2657,3,0168fade-IMG_3738_0.jpg,green
62.4138,232,62.34266252,71.145,61.9389,42.0014,0.0963,0.0557,0.0533,433,87,14.9992,113.1124,75.0465,3,0245ad3c-IMG_3448_0.jpg,green
64.6771,246,62.46148442,71.8322,65.2187,43.1918,0.1383,0.0324,0.0521,330,85.5,17.5266,115.5457,76.9907,3,02a1f5e5-IMG_3349_0.jpg,green
77.6068,240,65.3881579,85.8162,77.3043,57.6661,0.1406,0.0496,0.1054,787,287.5,17.8262,105.8467,91.5191,3,0421b9dd-IMG_2907_0.jpg,green
61.1323,237,58.43601969,71.5635,59.9893,39.6908,0.0543,0.0443,0.0381,320,88,15.4969,118.4508,74.6182,3,0432df43-IMG_3723_0.jpg,green
59.7512,236,60.42991559,69.9984,58.5038,39.1518,0.0514,0.0863,0.027,319,63,14.4997,126.5131,72.4991,3,04a2c920-IMG_3391_0.jpg,green
57.9238,234,53.81602358,65.4736,57.9878,37.7379,0.0884,0.0749,0.0056,272,39.5,16.3002,118.5355,69.4699,3,0501d91b-IMG_3408_0.jpg,green
71.9405,181,55.7894879,106.2898,59.7564,44.6265,0,0,0.3279,441,69.5,7.554,157.3501,106.2898,3,0729d8df-IMG_3887_0.jpg,green
48.928,191,45.21883917,72.1258,41.2247,27.4358,0,0.001,0.0989,297,46.5,8.1353,160.04,72.1258,3,0729d8df-IMG_3887_1.jpg,green
47.4016,199,45.89661989,68.217,40.8497,26.4474,0,0.0233,0.0575,324,174.5,8.516,159.0477,68.2179,3,0729d8df-IMG_3887_2.jpg,green
52.6668,219,53.71518387,68.533,48.3381,33.3168,0,0.0902,0.0654,305,64.5,10.9361,142.0268,68.6958,3,0729d8df-IMG_3887_4.jpg,green
53.7365,189,46.24825692,76.987,46.5513,29.9104,0,0.0773,0.1521,422,58.5,12.0649,145.4006,76.9895,3,07dd63ab-IMG_3774_0.jpg,green
55.3841,209,48.24019866,71.065,52.0526,31.2411,0,0.1344,0.0419,237,29.5,12.6478,131.4634,71.6497,3,07dd63ab-IMG_3774_1.jpg,green
44.6528,211,40.9957248,60.6463,40.3084,25.0069,0,0.0796,0.0548,388,92,11.2323,139.0486,61.0043,3,07dd63ab-IMG_3774_2.jpg,green
48.6953,205,45.97539187,64.5415,44.817,27.1163,0.0027,0.0747,0.0619,358,99,11.4224,142.2286,65.3295,3,07dd63ab-IMG_3774_3.jpg,green
51.2615,223,51.7690131,65.2266,48.2946,29.9196,0.0265,0.0884,0.0483,312,68.5,11.9014,136.6772,66.5335,3,07dd63ab-IMG_3774_4.jpg,green
81.5087,247,66.33007858,96.171,78.7459,57.1958,0.1082,0.0556,0.1669,871,93.5,18.2905,126.464,100.0064,3,07fa9495-IMG_2866_0.jpg,green
51.7182,183,47.14013565,75.4052,43.8403,30.1685,0,0.0235,0.1376,407,73.5,8.4264,149.8041,75.4053,3,08dfc3d5-IMG_3877_0.jpg,green
51.4185,190,46.92198587,71.8769,45.0394,30.4325,0,0.0417,0.0831,281,43,9.4112,146.8822,71.8772,3,08dfc3d5-IMG_3877_1.jpg,green
50.2286,205,45.38653261,67.9733,45.0904,30.1712,0,0.0468,0.0403,243,41,10.3926,138.1861,67.9738,3,08dfc3d5-IMG_3877_2.jpg,green
49.4574,219,49.08875416,64.5864,45.1159,32.2604,0,0.0878,0.0703,307,63.5,10.927,130.7946,64.7898,3,08dfc3d5-IMG_3877_4.jpg,green
101.4661,244,76.10254694,111.8272,101.6487,73.545,0.1411,0.0644,0.0763,515,15,18.6365,112.1999,117.0994,3,097fc358-IMG_3675_4.jpg,green
52.3426,197,48.65832945,67.5479,48.6956,31.1003,0,0.1322,0.04,303,142,11.2374,133.8964,67.6727,3,099c99fb-IMG_3826_1.jpg,green
49.3444,208,48.36551652,63.9306,45.6486,30.2303,0,0.1046,0.0518,354,80.5,10.6249,132.8518,64.0338,3,099c99fb-IMG_3826_3.jpg,green
75.1127,229,74.6294285,90.7665,71.1073,54.7241,0,0.1157,0.1688,434,89,10.9754,121.2338,91.0683,3,099c99fb-IMG_3826_4.jpg,green
44.3888,205,44.75426052,63.7944,38.4053,24.1885,0,0.0427,0.0774,254,28.5,10.1705,156.7246,63.7952,3,0bba531b-IMG_3827_0.jpg,green
38.8838,213,37.67014597,53.35,34.6697,22.3458,0,0.0599,0.0213,276,53,9.6612,144.6988,53.3599,3,0bba531b-IMG_3827_2.jpg,green
44.949,217,45.34684332,58.298,41.5957,26.8747,0,0.1059,0.0253,331,66.5,10.4939,136.4648,58.4773,3,0bba531b-IMG_3827_3.jpg,green
83.8634,217,75.27016102,102.7308,78.8229,60.4136,0,0.1084,0.2329,494,117,11.3408,126.7724,103.174,3,0bba531b-IMG_3827_4.jpg,green
61.3121,236,59.11971155,71.0731,60.2827,40.9439,0.0421,0.0632,0.0329,287,42,14.773,114.0386,73.7911,3,0bdef63c-IMG_3721_0.jpg,green
71.9386,243,68.59180294,77.6224,72.7293,52.8351,0.1661,0.0431,0.0373,398,40.5,18.0858,111.3357,84.1008,3,0c1e8850-IMG_2847_0.jpg,green
53.7407,207,49.29408345,69.775,49.2109,35.0075,0,0.0751,0.0693,283,52.5,12.3291,123.332,69.7873,3,0c7a409c-IMG_3868_0.jpg,green
58.3161,191,50.25895722,76.3569,53.3227,36.7103,0,0.079,0.0739,219,13.5,11.2912,121.1658,76.366,3,0c7a409c-IMG_3868_1.jpg,green
49.9722,223,47.23078686,60.859,47.6168,33.6409,0,0.0645,0.0315,285,89,13.2329,112.9789,61.5246,3,0c7a409c-IMG_3868_3.jpg,green
51.7398,229,48.46601176,61.5106,49.822,36.2663,0.0235,0.0649,0.0138,213,28,13.2854,107.3137,62.4996,3,0c7a409c-IMG_3868_4.jpg,green
83.2931,230,71.77979933,92.8844,84.0603,54.1648,0.1401,0.0414,0.0738,449,37.5,19.1859,131.7564,99.1645,3,0e043e16-IMG_3670_4.jpg,green
68.423,253,64.24191989,72.1668,70.2044,49.5231,0.1823,0.0272,0.0478,450,25,19.6208,105.3234,79.5042,3,0e817913-IMG_2899_0.jpg,green
48.5213,201,45.54992806,66.8765,43.517,26.1265,0,0.0793,0.0698,344,63,11.5709,151.5762,67.1884,3,0f2c5115-IMG_3838_0.jpg,green
58.6346,213,51.63739617,75.9272,55.3332,30.0358,0,0.1302,0.0394,310,34,14.0702,146.0043,76.7239,3,0f2c5115-IMG_3838_1.jpg,green
45.0766,218,42.76162453,59.1127,41.8216,24.8929,0,0.1002,0.0327,281,42,12.2182,142.4761,59.5461,3,0f2c5115-IMG_3838_2.jpg,green
45.7012,226,44.77992316,59.3619,42.558,26.058,0.0036,0.0572,0.0395,334,83.5,11.4577,135.2183,60.4567,3,0f2c5115-IMG_3838_4.jpg,green
63.2203,230,59.590113,69.2571,64.744,39.4771,0.1333,0.0516,0.0135,340,43.5,17.6128,125.0957,75.0827,3,0ff0fab9-IMG_3748_0.jpg,green
58.5172,239,59.49395519,70.1894,56.4852,38.2373,0.0369,0.0829,0.0396,309,31.5,13.2827,129.6953,72.2819,3,10126568-IMG_3390_0.jpg,green
63.5135,243,62.95892643,70.2331,64.1203,42.7444,0.1081,0.0554,0.0327,329,56.5,16.2684,112.4041,74.7659,3,10159a51-IMG_3361_0.jpg,green
53.7836,202,48.80512239,72.9928,48.1075,32.6377,0,0.0502,0.0728,280,52,10.3536,140.4296,72.9937,3,10aacc22-IMG_3876_1.jpg,green
52.6166,199,47.59267595,70.8669,47.3558,31.7246,0,0.0508,0.0502,266,84.5,10.7588,136.7196,70.8684,3,10aacc22-IMG_3876_2.jpg,green
48.6702,204,45.75468973,63.9473,44.4081,30.4003,0,0.0688,0.0347,228,52,11.2166,133.5268,63.9487,3,10aacc22-IMG_3876_3.jpg,green
46.1614,212,45.12081947,60.4669,42.0884,29.7169,0,0.0898,0.0603,291,54.5,11.2563,130.6729,60.6651,3,10aacc22-IMG_3876_4.jpg,green
57.4984,241,59.55233998,68.0381,56.2325,36.4742,0.0217,0.0951,0.0249,317,62.5,14.7821,128.2707,69.6964,3,1306abb7-IMG_3369_0.jpg,green
60.2775,240,55.05015253,67.118,60.755,39.6033,0.115,0.0728,0.0139,265,36.5,16.7454,116.9804,71.8663,3,14731f93-IMG_3398_0.jpg,green
66.1984,241,61.26317195,73.3597,67.3308,41.508,0.1341,0.0562,0.0394,368,47,17.7291,124.1921,78.8497,3,14a155cc-IMG_3688_4.jpg,green
